id,text,int_score,real_label,predicted_label_zeroshot-classification,raw_prediction_zeroshot-classification,predicted_label_fewshot-CDW-CE-250-samples,raw_prediction_fewshot-CDW-CE-250-samples,predicted_label_fewshot-CDW-CE-1000-samples,raw_prediction_fewshot-CDW-CE-1000-samples,predicted_label_fewshot-CDW-CE-2500-samples,raw_prediction_fewshot-CDW-CE-2500-samples,predicted_label_full-finetuning-classification,raw_prediction_full-finetuning-classification
d4ffcabc-e77a-48bb-8bf4-735683199642,"Jobannonce: Chemist
OBS: annoncen er udløbet!
Denne jobannonce er ikke længere aktiv på Jobindex. Klik eventuelt på annoncen for at se, om virksomheden alligevel fortsat ønsker at modtage ansøgninger.
Er du nysgerrig, har gåpåmod og søger et sted hvor du kan blive fagligt udfordret i et miljø med fokus på godt kollegaskab. Så læs mere her:
Vi søger en kemiker med kendskab til vitaminer og deres kemiske egenskaber samt interesse og erfaring indenfor kromatografiske metoder til analyse af foder og fødevarer.
Du vil komme til at indgå i et tæt samarbejde med afdelingens øvrige kemikere samt laboranter og laboratorieassistenter i laboratoriet, hvor der er fokus på høj faglighed. Du bliver en del af en dynamisk international virksomhed i vækst, der er et af verdens største laboratorier.
Hvad siger du til en stilling med fagligt ansvar for vores Vitaminanalyser, optimering og udvikling af metoder, kvalitetssikring, effektivisering og videreudvikling af laboratoriet?",0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0
fbdbb330-dd3a-4a66-925b-01a1bbfe6ac5,"Det europæiske år for færdigheder: Kommissionen når til politisk enighed
Europa-Kommissionen har budt den nylige politiske aftale om det europæiske år for færdigheder 2023 velkommen. Aftalen blev indgået af Europa-Parlamentet og Det Europæiske Råd, og baner vejen for en etårig fejring af kompetenceudvikling og læring i hele Europa.
Det europæiske år for færdigheder 2023 er et centralt initiativ i Europa-Kommissionens dagsorden for færdigheder i Europa. Efter kommissionsformand Ursula von der Leyens meddelelse i sin tale om Unionens tilstand 2022 forelagde Kommissionen sit forslag i oktober sidste år. Formålet med initiativet er at øge bevidstheden om betydningen af færdigheder og fremme udviklingen af færdigheder på tværs af alle sektorer og niveauer i samfundet. Initiativet har også til formål at tilskynde investeringer i udvikling af færdigheder og fremme anerkendelsen af færdigheder og kvalifikationer i hele Europa.
Kommissionen har fremhævet betydningen af kompetenceudvikling som drivkraft for økonomisk vækst og sikring af social samhørighed. Covid-19-pandemien har understreget behovet for, at enkeltpersoner er i stand til at tilpasse sig skiftende omstændigheder og tilegne sig nye færdigheder gennem hele livet. Det europæiske år for færdigheder 2023 vil derfor spille en afgørende rolle med hensyn til at fremme livslang læring og kompetenceudvikling i hele Europa.
Kommissionens forslag indeholder 4 hovedmål, som det europæiske år for færdigheder vil forfølge:
- Fremme en mere effektiv investering i uddannelse og opkvalificering for at maksimere den europæiske arbejdsstyrkes potentiale og hjælpe folk med overgange fra et job til et andet.
- Sikre, at kvalifikationerne er relevante for arbejdsmarkedets behov, ved at samarbejde med arbejdsmarkedets parter og virksomhederne.
- Finde muligheder mellem borgeres forhåbninger og færdigheder med muligheder på arbejdsmarkedet.
- Tiltrække personer fra tredjelande med de færdigheder, som EU har brug for.
Program for initiativer, aktiviteter og festival
Året vil blive fejret med en festival for det europæiske år for færdigheder den 9. maj 2023 — på Europadagen. Festivalen vil forbinde færdighedsrelaterede aktiviteter, der finder sted sideløbende i hele Europa. Færdighedsåret løber indtil maj 2024, og mange tiltag og initiativer vil blive iværksat og fremmet. Europa-Kommissionen har sat en række centrale mål for initiativet, herunder at fremme udviklingen af digitale færdigheder, støtte anerkendelsen af uformel læring og tilskynde investeringer i udvikling af færdigheder.
Europa-Kommissionen har også fremhævet arbejdsgivernes rolle med hensyn til at fremme udviklingen af færdigheder. Kommissionen har opfordret arbejdsgiverne til at investere i deres ansattes færdigheder og fremme en læringskultur i deres organisationer.
Det europæiske år for færdigheder 2023 vil også fokusere på at fremme anerkendelsen af færdigheder og kvalifikationer i hele Europa. Initiativet har til formål at sikre, at europæerne kan få deres færdigheder og kvalifikationer anerkendt i hele Europa og dermed fremme mobilitet og beskæftigelsesparathed i hele EU. I den forbindelse falder den europæiske pris for digitale færdigheder 2023 også ind under denne logik: formålet er at belønne projekter og initiativer, der bidrager til at bygge bro over den digitale kløft. Ansøgningerne er åbne endnu og lukker d. 8/4 202, og vinderne vil blive offentliggjort i juni.
Blandt de vigtigste initiativer vil Kommissionen lancere et akademi for IT-færdigheder, der har til formål at øge antallet af fagfolk, der er uddannet i cybersikkerhed, for at mindske den voksende mangel på cybertalenter. Akademiet vil samle eksisterende initiativer til at lukke cyberfærdighedskløften og imødekomme behovene på arbejdsmarkedet for cybersikkerhed.
Europa-Kommissionen har understreget betydningen af samarbejde om at fremme udviklingen af færdigheder. Kommissionen har opfordret alle interessenter, herunder regeringer, arbejdsgivere, uddannelsesudbydere og civilsamfundsorganisationer, til at samarbejde om at fremme udviklingen af færdigheder i hele Europa. Kommissionen har også fremhævet betydningen af at inddrage enkeltpersoner i initiativet og har opfordret enkeltpersoner til at tage ejerskab over deres egen læring og udvikling af færdigheder. Derfor vil der blive vedtaget en række nye EU-forslag for at understøtte den igangværende indsats og yderligere fremme udviklingen af færdigheder i medlemsstaterne.
Næste skridt
Kommissionen har opfordret alle interessenter til at samarbejde om at fremme udviklingen af færdigheder i hele Europa og har understreget betydningen af at inddrage enkeltpersoner i initiativet. Det fulde aktivitetsprogram. Yderligere oplysninger kan findes på det websteddet for det europæiske år.
Den politiske enighed, som Europa-Parlamentet, Rådet og Kommissionen er nået frem til, skal nu formelt godkendes af Europa-Parlamentet og Rådet. For at sikre koordineringen af det europæiske års aktiviteter på nationalt plan, opfordrede Kommissionen medlemsstaterne til at udpege en national koordinator.",2,2,3,3.0,3,3.0,3,3.0,3,3.0,2,2.0
c6e11cad-e753-4da8-a9ab-72f0e06ea398,"Det ligner ikke, at Wan-Bissaka har en fremtid i Manchester.
Aaron Wan-Bissaka blev hentet til Manchester United for et kæmpe beløb i 2019, men nu vil klubben gerne af med ham. Det skriver Sky Sports.
Wan-Bissaka var det foretrukne valg på højre back under Ole Gunnar Solskjær, men under Ralf Rangnick er det ikke blevet til meget spilletid.
Den tyske træner har i stedet foretrukket Diogo Dalot. Ifølge Sky Sports har den nye United-træner Erik ten Hag heller ikke i sinde at bruge Wan-Bissaka.
Artiklen fortsætter efter billedet
Derfor forsøger klubben nu at finde en ny klub til den engelske højre back. Manchester United vil helst sælge ham, men en lejeaftale med købsoption kan også komme på tale, skriver Sky Sports.
Aaron Wan-Bissaka blev købt for 50 millioner pund i Southampton i 2019, hvilket svarer til cirka 440 millioner kroner.
Det forventes dog ikke, at Manchester United kan få i nærheden af ligeså mange penge tilbage, så de må bare bide i det sure æble.
Wan-Bissaka har ikke været på banen i Manchester Uniteds seneste fire kampe i Premier League, så han har ikke været i aktion siden april.",1,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
09a4bdba-5b5f-49b8-9530-a424ab6868a5,"Sauro Maule 2017 ""Pri"" Garganega
Aromatisk orangevin lavet på den lokale drue, Garganega
Er du på udkig efter orangevin lavet efter gammeldags metoder, er Pri fra Sauro Maule en stensikker vinder. Vinen er utroligt balanceret imellem det tørre, eksotiske og friske udtryk, som specielt syren giver.
Hos Sauro Maule er bæredygtighed og klimaansvarlighed et de vigtigste elementer, når vinene produceres. Således er alle vinmarkerne økologisk certificeret og bliver dyrket uden brug af pesticider eller andre kemikalier. Når vinene bliver produceret i kælderen, er det uden brug af smagsforstærkere, tilsat syre eller sødme og uden brug af konserveringsstoffer som sulfit. De kan dermed kategoriseres som, det meget oppe i tiden, naturvin.
Pri er produceret på den lokale varietet, Garganega, og druerne til vinen er høstet fra en meget kalkholdig vinmark ved foden af Colli de Berici. Når druerne er presset hjemme i vinkælderen, bliver skallerne lagt i mosten i fire dage for at få udtryk af tannin, farve og for netop at lave den skindmacererede orangevin.
Vi er i det nordlige Italien, en halv times kørsel syd fra Vicenza i regionen Veneto. Sauro Maule har produceret vin her siden 2011, og inden da er han vokset op med kvægavl på hans forældres gård.
I dag er det vinproduktionen, der er førsteprioriteten, og farmand hjælper ligeledes til her.
Vi anbefaler at dekantere vinen, inden du servere den i et universalglas fra Zalto Denk'art.
• Type: Orangevin
• Drue: Garganega
• Mængde: 0,75 L
• Alkohol: 12,5 %
• Økologisk certificeret
• Naturvin",1,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
d4e44cf0-1147-46ce-9280-e82d2589a5e3,"fyens.dk bruger cookies til at give dig en god oplevelse og til at indsamle statistik, der kan være med til at forbedre brugeroplevelsen.
Hvis du klikker på et link på www.fyens.dk, accepterer du samtidig vores cookiepolitik.
Læs mere
Indtil 1937 lå det lille rødkalkede hus ud til vejen mellem Hagenskov og Helnæs, men vejen blev rettet ud, og huset ligger nu lidt inde skoven bag hovedgården. Der er kun få af den type huse tilbage på Fyn, men nu bliver det revet ned.",0,0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0
f08dfdb1-9569-4075-8482-a5a39ed5c911,"Arsenal kunne ikke knække Sporting CP, men uafgjort var nok til at spille sig videre.
Arsenal spillede sig torsdag aften videre i Europa League, da de spille 0-0 mod Sporting CP.
Det engelske mandskab sparede flere profiler til opgøret, hvilket gav plads til spillere som Carl Jenkinson, Rob Holding og Emile Smith Rowe, men det forhindrede dem ikke i at sætte sig på opgøret.
Det var nemlig Arsenal, der sad på kampen i første halvleg, men på trods af spilovertaget kunne de ikke komme frem til de store chancer, og Danny Welbeck stod for halvlegens største chance.
Spillet på banen blev dog overgået af en forfærdelig skade til netop Danny Welbeck. Efter knap en halv times spil faldt han akavet, hvorefter han måtte tages af banen på en båre med en iltmaske.
I anden halvleg skulle der ikke gå længe, før Welbecks afløser, Pierre-Emerick Aubameyang, var tæt på at bringe englænderne foran med en flugter. Afslutningen gled dog akkurat forbi mål.
Arsenal fortsatte med at være det farligste hold, men skarpheden manglede i sidste ende.
Hverken Arsenal eller Sporting CP fik derfor netmaskerne til at blafre, og kampen endte dermed i et målløst remis. Det betyder, at Arsenal er videre fra Gruppe E, hvor Sporting CP er nummer to med syv point. Vorskla og Qarabag FK er de øvrige hold i gruppen, og de har begge tre point.
Seneste rygter
Superliga
Jens Martin Gammelby vil sætte sig på Brøndbys højre back i foråret.
FCK-træneren mener, at Dame N'Doye er den bedste angriber, klubben nogensinde har rådet over.
FC København har forlænget den rutinerede angribers kontrakt, så den løber til 2020.
FC Nordsjælland har nogle klare fokuspunkter med til træningskampen mod AGF.
Jonas Wind glæder sig over sin nye kontrakt med FCK, som han vil vinde trofæer med.
Fokus
Transfervinduet står lige for døren, og dermed kan der handles spillere. Både i Danmark og i udlandet. Men ikke alle vinduer åbner og lukker samtidigt - vi giver dig her overblikket.
Tipsbladet.dk ser i denne statistik-historie lidt nærmere på, hvad trænernes pointsnit i Superligaen er.
Tålmodigheden er ikke nødvendigvis stor, når Superliga-klubberne vurderer deres trænere. Vi har taget et kig på, hvor længe de forskellige chefer har været i deres job.
Hvordan er det nu lige, det hele hænger sammen med det der slutspil i Superligaen? Tipsbladet.dk giver dig her overblikket og forklaringerne, så du er helt opdateret på, hvordan det ser ud, og hvad...
Det ser svært ud i forhold til at få to hold i Champions League-kvalifikationen fra 2020/2021-sæsonen.",0,0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
a0081ecc-621b-4a97-9e3d-5d4085810c61,"Hvilken slags læge behandler diabetikere?
Diabetes er en tilstand, der påvirker hvordan kroppen producerer og bruger insulin. Insulin er et hormon, der virker som en ""nøgle"" for at lade glucose (sukker) ind i kroppens celler, der skal bruges som energi. Hvis kroppen holder op med at producere insulin (type 1 diabetes) eller hvis cellerne ikke længere kan bruge det insulin, der produceres af kroppen (type 2 diabetes), resulterer det i høje niveauer af glukose i blodet. Høje blodglukoseniveauer forårsager store sundhedsmæssige problemer, som skal behandles af forskellige slags læger.
Identifikation
Diabetes er ofte identificeret ved rutinemæssige blodprøver bestilt af en primærlæge. Det kan være en fejl at stole på denne læge for al diabetes.
Endokrinologer
En endokrinolog er en læge, der ofte behandler diabetikere. Endokrinologer specialiserer sig i sygdomme, der påvirker de endokrine kirtler, herunder bukspyttkjertlen, som producerer insulin. I skrivning til MyDiabetesCentral foreslår Dr. Bill Quick at se en endokrinolog, hvis du er blevet nyligt diagnosticeret med diabetes, hvis dit blodsukkerniveau bliver svært at klare, eller hvis du udvikler komplikationer fra din diabetes som nerveskade eller øjenproblemer. Dr. Quick anbefaler også at alle pædiatriske diabetespatienter efterfølges af en endokrinolog.
Advarsel
Diabetes kan føre til nerveskader (diabetisk neuropati) og dårlig cirkulation til underekstremiteterne. Dette øger risikoen for at udvikle en alvorlig infektion i dine fødder og ben. Fordi neuropati dulmer fornemmelse i fødderne, bemærker du måske ikke et lille sår, før det bliver et stort problem. EPodiatry råder diabetikere til at undersøge deres fødder omhyggeligt hver dag og høre en podiater for behandling af majs, callouses eller indgroede tånegle. Selvom der ikke forekommer problemer at være til stede, er det stadig klogt at konsultere en podiater årligt for forebyggende pleje.
Forebyggelse / Solution
Personer med diabetes er tilbøjelige til at få synsproblemer som glaukom og retinopati. Derfor anbefaler den amerikanske diabetesforening at se en optometrist eller en øjenlæge mindst en gang om året for at blive testet for disse forhold.
Misforståelser
Læger udgør en vigtig del af et diabetesbehandlingsteam, men de er på ingen måde de eneste, der kan hjælpe nogen med at lære at klare sygdommen. Kostvaner, ernæringseksperter og sygeplejerskepædagoger kan alle spille en værdifuld rolle ved at hjælpe nogen med at lære at leve godt med diabetes.",3,3,3,3.0,3,3.0,3,3.0,3,3.0,3,3.0
8131a604-25fc-425f-80c3-c378fead4095,"Den fremragende service, den gamle verdens atmosfære og beliggenheden var ødelagt af størrelsen på værelset. Det kunne være OK hvis du besøger en nat med begrænset bagage eller som en enkelt rejsende. Vores værelse var lille og rodet.
- Også kendt som:
- Whistler`s Hotel
- Whistler`s Hotel Lenox
- Reservationsmuligheder:
- TripAdvisor er stolte af at være samarbejdspartner med Hotels.com, Booking.com, Expedia, Travelocity, Venere, Tingo, Priceline og Hotwire, så du med ro i sindet kan reservere på Whistler's Inn. Vi hjælper millioner af rejsende hver måned med at finde det perfekte hotel til både ferier og forretningsrejser og altid med de bedste rabatter og særtilbud.",0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
b7f6c740-4ab6-4d58-91bc-98af7291499d,"Kat. II-ekvipagernes individuelle mesterskab blev til dansk succes, idet de tre første placeringer tilfaldt de dygtige danske ponyekvipager. Sara Aagaard Hyrm på FB Gangster, var på banen som første dansker, hvilket den talenterede ekvipage klarede i flotteste stil med et program, som dommerne belønnede med flotte 73,618 %. Caroline Falkenskov på Traumer fik 70,813 %, mens Caroline B. Mogensen på Magic Design fik 71,870 %. Sidste danske ekvipage var Silje Toftgaard på Barnshoeves Arthur, og ekvipagen leverede et program til 71,260 %.
Danskerne var suveræne i klassen, hvor de satte sig på samtlige tre medaljer. Sara kunne lade sig hylde som nordisk mester, mens Caroline Mogensen fik sølv og Silje bronze. Caroline Falkenskov kan også være stolt af præstationen, der udløste en 5. plads i klassen
/DRF
Den 13-årige oldenborgerhingst Ludwig der Sonnenkönig, som har vundet DM og NM-guld med U25-rytteren Victoria Vallentin, skal fremover rides af Kazuki Sado, som håber på at komme på det japanske OL-landshold i dressur
Det bliver en spændende weekend med ridesport på allerhøjeste niveau, når der i weekenden afvikles Odense Horse Show sponsored by ECCO. En enkelt dressurrytter har taget turen til Frankrig, mens en enkelt militaryrytter skal på banen i England. Flere danske springryttere skal repræsentere de røde-hvide farver i Spanien, Finland, Polen, Holland og Frankrig.
Danske distance-, dressur-, militar- og springryttere repræsenterer deres hjemland ved internationale stævner i Belgien, Danmark, Finland, Tyskland og Østrig, og naturligvis er en stor del af dem til nordisk mesterskab i Ypäja
I samarbejde med LEGO, MCH og Dansk Varmblod starter vi nu byggeriet af et stort hestemekka i Hobro, som kommer til at huse et stort antal arenaer, hvor der i fremtiden kan holdes de største internationale ridestævner og mesterskaber
Unge prinser der prøver kræfter med voltigering, en Ridehesten fotograf på pletten og en håndlavet billedcollage, som med nød og næppe når fra Hobro til Amalienborg i tide.
Ridehesten har været i arkiverne og fundet billeder og gode historier frem fra De Kongelige Stalde
Kim Lund og Lisbet Seierskilde driver Jonstrupgårdens Rideskole som både har traditionel rideskole, handicap-ridning, kæphest samt mange konkurrenceryttere på højt niveau i dressur. Lisbet fortæller her om nogle af de overvejelser parret har gjort sig i forbindelse med Corona-udbruddet
Det er ikke mange dage siden, at vi skrev, at præmiehingsten fra oldenburger-hingstekåringen og fra Dansk Varmblods hingstekåring, Blue Hors Fortron ville blive i Danmark på grund af den tårnhøje efterspørgsel herhjemme - men nu er hingsten midlertidigt ude af avlen meddeler Blue Hors
Den 21-årige DV-vallak Fitou L er tidligere danmarksmester med sin ejer Lone Bang Larsen, der har ejet ham i næsten 20 år. I dag får Fitou lov at vise Lones 9-årige datter Victoria, hvad han kan
Sidste år blev hoppen Dollar Girl insemineret frem mod, at der skulle laves et embryoføl på hende. Det lykkedes ikke i første omgang, da hun viste sig at være uren ved skylningen, og hos HP Horses valgte man derfor at prøve på ny. Da de nogle uger senere scannede for at se efter om der var et nyt æg der kunne insemineres, viste det sig, at hoppen var drægtig med et 14 dage gammelt foster
Vi er midt i en svær tid, og for rideklubber, der har måttet indstille aktiviteterne, kan det være særligt hårdt. Fire fynske rideklubber har fået deres elevheste gratis skoet af deres beslagsmed, der gerne vil række en hjælpende hånd frem under krisen
FEI's verdensrangliste er netop blevet opdateret og det er til stor glæde for den danske dressursport, hvor fem danske ekvipager nu er at finde i top 50. Cathrine Dufour har indtaget både femte - og syvendepladsen
En hestemund er ikke skabt til at få et bid i, og et utilpasset bid og trense kan give hesten skader. Bliv klogere på hvordan du opdager, om hesten har smerter i munden, og hvordan du derefter tilpasser trense og bid med dyrlæge og hestetandlæge Heidi Nielsen
Restriktionerne i forhold til sportsaktiviteter og i forhold til, at man ikke må samles mere end 10 personer fastholdes tom. 10 maj, det meddelte statsministeren ved det netop overståede pressemøde, hvor hun også meddelte at forbuddet mod større forsamlinger forventes fastholdt tom. august måned",1,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
92889bcf-816e-41fe-994c-423a64e13ea3,"Butiksansatte: Grove tyverier skaber utryghed og afmagt
En ny undersøgelse viser, at medlemmer af HK HANDEL udsættes for hyppigere og grovere butikstyverier. De butiksansatte føler sig magtesløse og krænkede, når butikstyve forlader butikken med store mængder stjålne varer.
40 procent svarer i undersøgelsen, der er lavet af Epinion for HK HANDEL, at butikstyverier forekommer hyppigere, og 37 procent angiver, at der er blevet flere butikstyverier, hvor tyvene arbejder i grupper.
Selv om antallet af anmeldte butikstyverier er faldet en smule fra 2015 til 2016, har mange butiksansatte en oplevelse af, at tyvene i løbet af de seneste år er blevet mere organiserede og ligeglade med at blive opdaget. Således svarer 44 %, at de har været nødsaget til at lade tyve gå.
I undersøgelsen beskriver de deltagende butiksansatte, at butikstyvene optræder mere professionelle, kyniske og hæmningsløse:
""De er blevet mere verbalt grove og truende. De stjæler mere, fordi ingen tør konfrontere dem"", lyder en uddybelse i spørgeundersøgelsen. En anden fortæller: ""De er ligeglade, og de virker truende, hvis man vil stoppe dem"".
- Det er ekstremt frustrerende for personalet at være vidne til tyverier, hvor butikstyvene er så kyniske, siger Ulla Jensen, der er formand for tillidsrepræsentanterne i Landsklubben Irma Butik:
- Det er ansvarlige og loyale medarbejdere, som føler sig stærkt krænket af, at butikstyvene stjæler for næsen af dem. Ofte sker der det, at en eller to holder personalet beskæftiget, mens en tredje tager for sig af varerne, forklarer Ulla Jensen.
Butiksansatte skal ikke fange tyve
Følelsen af afmagt giver skår i arbejdsglæden. Og frustrationen forstærkes af, at mange butiksansatte oplever, at politiet ikke kommer til hjælp. Når der er blevet ringet til politiet i forbindelse med et butikstyveri, oplyser 46 % af dem, der har kontaktet politiet, at de har været ude for, at politiet ikke kan komme.
I HK HANDEL har arbejdsmiljøkonsulent Merete Hansen forståelse for, at det kan være svært at acceptere, at butikstyvene forlader butikken med stjålne varer. Men hun opfordrer de butiksansatte til at huske på, at de ikke er ansat til at fange tyve:
- Som medarbejder skal man ikke forsøge at tilbageholde butikstyve, medmindre man har fået grundig instruktion og i øvrigt føler sig i stand til at udvise den nødvendige autoritet. Og man skal aldrig udsætte sig selv for fare, siger Merete Hansen, der opfordrer arbejdsgiverne til at være mere omhyggelige med instrukser og dialog om håndtering af tyverier.
25 % svarer i undersøgelsen, at de ikke har fået instrukser fra arbejdsgiveren om, hvad de skal gøre i tilfælde af butikstyverier.
Undersøgelsen er gennemført som en webbaseret undersøgelse, foretaget af Epinion, og bygger på 300 besvarelser fra butiksansatte medlemmer af HK HANDEL.
Merete Hansen, arbejdsmiljøkonsulent i HK HANDEL, deltager med et oplæg på konferencen ""Sikker Butik"" på Christiansborg 2. februar. Konferencen er arrangeret af DSK.
Kontakter
Merete Hansen, arbejdsmiljøkonsulent HK HANDEL: 3330 4748
Nina Juhl Østergaard, presseansvarlig HK HANDEL: 5162 8770
Information om HK/Danmark
Følg pressemeddelelser fra HK/Danmark
Skriv dig op her og modtag pressemeddelelser på mail. Indtast din mail, klik på abonner og følg instruktionerne i den udsendte mail.
Flere pressemeddelelser fra HK/Danmark
Gode takter i nyt udspil – men hold fingrene fra beløbsgrænsen3.10.2018 17:03 | pressemeddelelse
Nyt udspil om udenlandsk arbejdskraft fra regeringen vil gøre op med administrativt bøvl. Og det er godt, siger formand for HK, Kim Simonsen. Men politikerne gør klogt i at lade være med at sænke beløbsgrænsen, understreger han.
HK hilser ekspert-anbefalinger om psykisk arbejdsmiljø velkommen. Men der skal følge penge med.27.9.2018 13:04 | pressemeddelelse
Dårligt arbejdsmiljø koster det danske samfund milliarder af kr. Hvert eneste år. 80 mia. kr. Udgifter til sundhedsvæsen og sygedagpenge, produktionstab og manglende skatteindtægter. Oven i det kommer så de menneskelige omkostninger – fysiske som psykiske. Og problemet stiger ovenikøbet år for år. Samlet set går det den forkerte vej med arbejdsmiljøet, selv om der heldigvis også er gode historier. Og derfor er vi som udgangspunkt vældig tilfredse med, at det ekspertudvalg, som blev nedsat sidste år, både har medlemmer, der repræsenterer arbejdsmarkedets parter og flere faglige eksperter inden for feltet, siger HK´s næstformand Martin Rasmussen. Udvalget har nu barslet med en række anbefalinger. ""Et af vores største ønsker er klare regler. En bekendtgørelse om det organisatoriske og sociale arbejdsmiljø, der lægger den juridiske ramme. Den skal være på plads, hvis vi skal forebygge dårligt psykisk arbejdsmiljø. Det skal simpelthen være tydeligt for enhver, hvordan man forebygger og hånd
HK: Gode ambitioner i EUD-udspil13.9.2018 13:46 | pressemeddelelse
HK deler de mange ambitioner i dagens EUD-udspil, men det er uklart, om der også følger de nødvendige midler med. Formand Kim Simonsen siger: ""Det er glædeligt, at regeringen tager udfordringerne med at få flere elever til at vælge en erhvervsuddannelse efter folkeskolen alvorligt. Derfor er det også bekymrende, at regeringen fastholder omprioriteringsbidraget.""
- Du skal bare sutte noget pik: Hver 10. privatansatte HK'er oplever upassende seksuelle kommentarer på jobbet7.9.2018 17:03 | pressemeddelelse
Grænseoverskridende bemærkninger og hentydninger finder sted på arbejdspladsen hos hver 10. af HK/Privats medlemmer. Næstformand, Marianne Vind, byder et nyt lovforslag velkommen, som skal sætte ind over for seksuelle bemærkninger på jobbet, men håber bl.a. på højere erstatninger.
HK: Ja tak til mere faglighed i den offentlige sektor4.9.2018 16:47 | pressemeddelelse
Regelsaneringer og frihed til faglighed styrker de offentligt ansattes mulighed for at levere god velfærd. Regeringens forudsætning om, at afbureaukratiseringen kan frigøre fire milliarder kroner, er imidlertid mere end tvivlsom, lyder det fra HK Kommunal.
Der er ingen fremtid i finansloven30.8.2018 14:58 | pressemeddelelse
Regeringens finanslovsforslag prioriterer ikke investeringer i fremtiden, vækst og uddannelse. Til gengæld er der afsat 520 mio. kr. til afgiftslettelser.
I vores nyhedsrum kan du læse alle vores pressemeddelelser, tilgå materiale i form af billeder og dokumenter, og finde vores kontaktoplysninger.Besøg vores nyhedsrum",2,2,2,2.0,2,2.0,1,1.0,1,1.0,1,1.0
